143;22;20.0E0;2010-07-22;2010-07-22; ;
144;12;10.5E0;2010-05-29;2010-05-29; ;
145;63;3.2E0;2010-03-31;2010-03-31; ;
146;22;21.0E0;2010-04-06;2010-04-06; ;
147;11;8.96E0;2010-07-22;2010-07-22; ;
148;66;6.0E0;2008-08-29;2008-08-29; ;
149;67;15.0E0;2010-07-23;2010-07-23; ;
150;68;14.32E0;2010-06-17;2010-07-15; ;
151;68;28.47E0;2010-06-17;2010-07-15; ;
152;68;28.47E0;2010-05-17;2010-06-15; ;
153;68;12.47E0;2010-05-17;2010-06-15; ;
154;68;28.47E0;2010-04-17;2010-05-13; ;
155;68;12.16E0;2010-04-17;2010-05-13; ;
156;68;42.25E0;2010-03-17;2010-04-15; ;
157;68;3.15E0;2010-03-17;2010-04-15; ;
158;68;19.16E0;2010-02-17;2010-03-15; ;
159;68;26.43E0;2010-01-17;2010-02-12; ;
160;68;26.96E0;2009-12-17;2010-01-14; ;
161;68;17.59E0;2009-11-17;2009-12-15; ;
162;9;79.0E0;2009-11-10;2009-11-10; ;
163;53;23.8E0;2009-08-20;2009-08-20; ;
164;53;36.22E0;2009-08-20;2009-08-20; ;
165;68;17.52E0;2009-07-17;2009-08-13; ;
166;68;17.34E0;2009-06-17;2009-07-15; ;
167;68;17.74E0;2009-05-17;2009-06-15; ;
168;14;52.72E0;2009-05-23;2009-05-23; ;
169;14;18.8E0;2009-05-23;2009-05-23; ;
170;68;16.88E0;2009-04-17;2009-05-14; ;
171;69;70.0E0;2009-04-06;2009-04-06; ;
172;68;16.96E0;2009-03-17;2009-04-15; ;
173;70;14.96E0;2009-03-23;2009-03-23; ;
174;68;17.44E0;2009-02-17;2009-03-13; ;
176;8;62.5E0;2009-01-26;2009-01-26; ;
177;9;12.1E0;2009-02-17;2009-02-17; ;
178;72;104.8E0;2009-02-17;2009-02-17; ;
179;68;17.76E0;2008-12-17;2009-01-15; ;
180;74;180.0E0;2009-01-02;2009-01-02; ;
181;74;360.0E0;2006-09-04;2006-09-04; ;
182;75;46.2E0;2009-12-02;2009-12-02; ;
183;68;12.96E0;2008-11-17;2008-12-15; ;
184;57;879.0E0;2008-11-27;2008-11-27; ;
185;68;35.52E0;2008-10-17;2008-11-13; ;
186;68;13.04E0;2008-09-17;2008-10-15; ;
187;68;13.44E0;2008-08-17;2008-09-15; ;
188;68;13.28E0;2008-07-17;2008-08-13; ;
189;74;180.0E0;2008-04-30;2008-04-30; ;
190;77;37.13E0;2008-04-12;2008-05-09; ;
191;77;37.13E0;2008-03-12;2008-04-08; ;
192;78;190.0E0;2008-03-22;2008-03-22; ;
193;79;310.0E0;2008-01-26;2008-01-26; ;
194;77;37.13E0;2008-02-12;2008-03-11; ;
195;74;180.0E0;2008-01-31;2008-01-31; ;
196;77;37.13E0;2008-01-12;2008-02-08; ;
197;77;37.26E0;2007-12-12;2008-01-08; ;
198;51;44.9E0;2007-12-20;2007-12-20; ;
199;77;37.54E0;2007-11-12;2007-12-10; ;
200;77;37.25E0;2007-10-12;2007-11-08; ;
201;77;80.05E0;2007-09-12;2007-10-09; ;
202;77;42.92E0;2007-08-12;2007-09-10; ;
203;74;65.0E0;2007-08-08;2007-08-08; ;
204;8;68.5E0;2007-07-08;2007-08-07; ;
205;77;37.02E0;2007-07-12;2007-08-08; ;
206;77;37.83E0;2007-06-12;2007-07-09; ;
207;8;67.5E0;2007-05-08;2007-06-15; ;
208;80;260.0E0;2007-05-07;2007-05-07; ;
209;81;446.25E0;2007-05-21;2007-05-21; ;
210;33;5.8E0;2010-07-24;2010-07-24; ;
211;66;6.0E0;2010-07-24;2010-07-24; ;
212;33;5.8E0;2010-06-17;2010-06-17; ;
213;33;14.6E0;2010-07-25;2010-07-25; ;
214;18;11.5E0;2010-07-26;2010-07-26; ;
215;82;4.17E0;2010-07-28;2010-07-28; ;
216;83;12.0E0;2010-07-31;2010-07-31; ;
217;84;24.0E0;2010-08-01;2010-08-01; ;
218;68;15.38E0;2010-07-17;2010-08-13; ;
219;68;29.16E0;2010-07-17;2010-08-13; ;
220;1;8.5E0;2010-07-20;2010-08-02; ;
221;33;5.8E0;2010-08-02;2010-08-02; ;
222;26;72.33E0;2010-08-03;2010-08-03; ;
223;66;7.0E0;2010-08-03;2010-08-03; ;
224;10;1.22E0;2010-08-04;2010-08-04; ;
225;85;160.12E0;2009-10-15;2009-10-15; ;
226;85;160.12E0;2009-11-16;2009-11-16; ;
227;85;160.12E0;2009-12-15;2009-12-15; ;
228;85;160.12E0;2010-01-15;2010-01-15; ;
229;85;160.12E0;2010-02-16;2010-02-16; ;
230;85;160.12E0;2010-03-15;2010-03-15; ;
231;85;160.12E0;2010-04-15;2010-04-15; ;
232;85;160.12E0;2010-05-17;2010-05-17; ;
233;85;160.12E0;2010-06-15;2010-06-15; ;
234;85;160.12E0;2010-07-15;2010-07-15; ;
235;16;20.0E0;2010-08-05;2010-08-05; ;
236;87;6.8E0;2010-08-05;2010-08-05; ;
237;60;40.4E0;2010-08-05;2010-08-05; ;
238;88;13.5E0;2010-08-06;2010-08-06; ;
239;42;15.51E0;2006-11-08;2006-11-08; ;
240;14;26.13E0;2006-11-15;2006-11-15; ;
241;14;21.3E0;2006-10-17;2006-10-17; ;
242;14;30.28E0;2006-10-17;2006-10-17; ;
243;48;82.49E0;2007-01-18;2007-01-18; ;
244;14;36.33E0;2007-01-04;2007-01-04; ;
245;14;74.51E0;2007-01-23;2007-01-23; ;
246;77;47.97E0;2007-01-24;2007-01-24; ;
248;14;16.03E0;2007-01-31;2007-01-31; ;
249;61;50.0E0;2007-02-07;2007-02-07; ;
250;77;35.82E0;2007-02-07;2007-02-07; ;
251;14;32.08E0;2007-02-15;2007-02-15; ;
252;14;29.19E0;2007-02-22;2007-02-22; ;
253;14;94.94E0;2007-02-28;2007-02-28; ;
254;14;32.28E0;2007-03-19;2007-03-19; ;
255;77;37.25E0;2007-04-13;2007-04-13; ;
256;9;77.63E0;2007-04-18;2007-04-18; ;
257;14;69.0E0;2007-04-18;2007-04-18; ;
258;8;82.5E0;2007-04-23;2007-04-23; ;
259;74;180.0E0;2007-05-02;2007-05-02; ;
260;77;37.13E0;2007-05-11;2007-05-11; ;
261;14;43.98E0;2007-06-01;2007-06-01; ;
262;74;180.0E0;2007-06-01;2007-06-01; ;
263;77;41.95E0;2007-06-12;2007-06-12; ;
264;8;67.5E0;2007-06-15;2007-06-15; ;
265;74;180.0E0;2007-07-02;2007-07-02; ;
266;89;284.5E0;2007-07-03;2007-07-03; ;
267;74;180.0E0;2007-07-31;2007-07-31; ;
268;1;65.0E0;2007-08-08;2007-08-08; ;
269;1;68.5E0;2008-08-08;2008-08-08; ;
270;74;180.0E0;2007-09-03;2007-09-03; ;
271;14;17.81E0;2007-09-19;2007-09-19; ;
272;74;180.0E0;2007-10-01;2007-10-01; ;
273;26;41.65E0;2007-10-04;2007-10-04; ;
274;8;69.0E0;2007-10-04;2007-10-04; ;
275;26;47.6E0;2007-10-10;2007-10-10; ;
276;26;22.49E0;2007-11-01;2007-11-01; ;
277;14;38.12E0;2007-11-17;2007-11-17; ;
278;8;68.5E0;2007-11-29;2007-11-29; ;
279;74;68.5E0;2007-12-04;2007-12-04; ;
280;1;52.0E0;2007-12-24;2007-12-24; ;
281;51;44.9E0;2007-12-27;2007-12-27; ;
282;89;284.5E0;2007-12-31;2007-12-31; ;
283;74;180.0E0;2008-01-02;2008-01-02; ;
284;26;21.54E0;2008-01-23;2008-01-23; ;
285;74;180.0E0;2008-01-31;2008-01-31; ;
286;8;60.5E0;2008-02-12;2008-02-12; ;
287;74;180.0E0;2008-03-03;2008-03-03; ;
288;74;180.0E0;2008-04-01;2008-04-01; ;
289;1;110.0E0;2008-04-14;2008-04-14; ;
290;8;62.5E0;2008-04-14;2008-04-14; ;
291;74;180.0E0;2008-04-30;2008-04-30; ;
292;1;38.0E0;2008-06-09;2008-06-09; ;
293;8;62.5E0;2008-06-13;2008-06-13; ;
294;68;25.72E0;2006-06-18;2006-06-18; ;
295;14;34.8E0;2008-06-24;2008-06-24; ;
296;89;263.0E0;2008-06-30;2008-06-30; ;
297;74;180.0E0;2008-07-01;2008-07-01; ;
298;26;30.51E0;2008-07-14;2008-07-14; ;
299;74;180.0E0;2008-08-01;2008-08-01; ;
300;8;62.5E0;2008-08-20;2008-08-20; ;
301;74;180.0E0;2008-09-01;2008-09-01; ;
302;7;60.0E0;2008-09-24;2008-09-24; ;
303;74;180.0E0;2008-10-02;2008-10-02; ;
304;20;49.88E0;2008-10-09;2008-10-09; ;
305;14;31.9E0;2008-11-27;2008-11-27; ;
306;74;180.0E0;2008-12-01;2008-12-01; ;
307;8;62.5E0;2008-12-15;2008-12-15; ;
308;74;180.0E0;2009-02-02;2009-02-02; ;
309;8;62.5E0;2009-02-16;2009-02-16; ;
310;71;176.77E0;2009-02-17;2009-02-17; ;
311;1;39.0E0;2009-03-30;2009-03-30; ;
312;89;267.0E0;2009-06-30;2009-06-30; ;
313;14;65.29E0;2009-12-01;2009-12-01; ;
314;89;273.5E0;2009-12-30;2009-12-30; ;
315;14;13.73E0;2009-12-31;2009-12-31; ;
316;48;29.04E0;2009-12-31;2009-12-31; ;
317;89;293.5E0;2010-07-02;2010-07-02; ;
318;22;20.0E0;2010-08-07;2010-08-07; ;
319;10;1.89E0;2010-08-09;2010-08-09; ;
320;14;5.78E0;2010-08-07;2010-08-07; ;
321;11;6.06E0;2010-08-11;2010-08-11; ;
322;85;160.12E0;2010-08-16;2010-08-16; ;
323;90;18.0E0;2010-08-13;2010-08-13; ;
324;91;40.0E0;2010-08-14;2010-08-14; ;
325;92;700.0E0;2008-12-22;2008-12-22; ;
326;10;0.69E0;2010-08-18;2010-08-18; ;
327;16;16.0E0;2010-08-19;2010-08-19; ;
328;33;5.8E0;2010-08-19;2010-08-19; ;
329;66;6.0E0;2008-09-19;2008-09-19; ;
330;93;7.0E0;2010-08-19;2010-08-19; ;
331;94;9.4E0;2010-08-21;2010-08-21; ;
332;95;11.0E0;2010-08-20;2010-08-20; ;
333;10;4.62E0;2010-08-23;2010-08-23; ;
334;16;22.0E0;2010-08-23;2010-08-23; ;
335;10;9.52E0;2010-08-26;2010-08-26; ;
336;33;7.3E0;2010-08-25;2010-08-25; ;
337;96;74.34E0;2010-08-27;2010-08-27; ;
338;97;6.0E0;2010-08-27;2010-08-27; ;
339;63;3.0E0;2010-08-27;2010-08-27; ;
340;16;8.3E0;2010-08-28;2010-08-28; ;
341;98;7.3E0;2010-08-28;2010-08-28; ;
342;11;8.85E0;2010-08-31;2010-08-31; ;
343;16;20.0E0;2010-08-31;2010-08-31; ;
344;54;270.0E0;2010-09-01;2010-09-01; ;
345;18;10.0E0;2010-09-02;2010-09-02; ;
346;99;10.9E0;2010-09-04;2010-09-04; ;
347;100;7.0E0;2010-09-03;2010-09-03; ;
348;55;55.0E0;2010-08-19;2010-08-19; ;
349;16;20.0E0;2010-09-10;2010-09-10; ;
350;102;21.2E0;2010-09-11;2010-09-11; ;
351;68;28.94E0;2010-08-17;2010-09-15; ;
352;68;16.12E0;2010-08-17;2010-09-15; ;
353;103;1.6E0;2010-09-13;2010-09-13; ;
354;100;7.0E0;2010-09-17;2010-09-17; ;
355;18;20.0E0;2010-09-17;2010-09-17; ;
356;14;4.18E0;2010-09-17;2010-09-17; ;
357;22;40.0E0;2010-09-13;2010-09-13; ;
358;103;0.4E0;2010-09-13;2010-09-13; ;
359;8;31.0E0;2010-09-01;2010-09-30; ;
360;85;160.12E0;2010-09-15;2010-09-15; ;
361;104;11.0E0;2010-09-20;2010-09-20; ;
362;1;78.5E0;2010-09-13;2010-09-23; ;
363;105;246.0E0;2010-09-24;2010-09-24; ;
364;106;8.2E0;2010-09-25;2010-09-25; ;
365;16;20.0E0;2010-09-25;2010-09-25; ;
366;106;26.19E0;2010-09-25;2010-09-25; ;
367;91;30.0E0;2010-09-29;2010-09-29; ;
368;107;18.49E0;2010-09-29;2010-09-29; ;
369;108;3.28E0;2010-10-04;2010-10-04; ;
370;48;3.82E0;2010-10-04;2010-10-04; ;
371;7;64.3E0;2010-09-24;2010-10-04; ;
372;33;6.7E0;2010-10-05;2010-10-05; ;
373;109;8.99E0;2010-10-05;2010-10-05; ;
374;10;10.38E0;2010-10-06;2010-10-06; ;
375;14;10.27E0;2010-10-07;2010-10-07; ;
376;18;20.0E0;2010-10-09;2010-10-09; ;
377;14;18.27E0;2010-10-09;2010-10-09; ;
378;14;4.71E0;2010-10-11;2010-10-11; ;
379;68;14.45E0;2010-09-17;2010-10-14; ;
380;68;28.94E0;2010-09-17;2010-10-14; ;
381;17;30.0E0;2010-10-12;2010-10-12; ;
382;85;160.12E0;2010-10-15;2010-10-15; ;
383;11;18.61E0;2010-10-16;2010-10-16; ;
384;16;20.0E0;2010-10-16;2010-10-16; ;
385;26;66.59E0;2010-10-20;2010-10-20; ;
386;16;20.0E0;2010-10-22;2010-10-22; ;
387;18;20.0E0;2010-10-23;2010-10-23; ;
388;110;16.5E0;2010-10-23;2010-10-23; ;
389;111;6.09E0;2010-10-25;2010-10-25; ;
390;112;137.28E0;2010-10-25;2010-10-25; ;
391;112;55.35E0;2010-10-25;2010-10-25; ;
392;106;4.6E0;2010-10-25;2010-10-25; ;
393;16;20.0E0;2010-10-26;2010-10-26; ;
394;113;11.0E0;2010-10-29;2010-10-29; ;
395;114;22.31E0;2010-10-28;2010-10-28; ;
396;11;7.96E0;2010-10-29;2010-10-29; ;
397;16;20.0E0;2010-10-30;2010-10-30; ;
398;66;3.0E0;2010-11-02;2010-11-02; ;
399;66;10.0E0;2010-11-02;2010-11-02; ;
400;116;55.45E0;2010-10-17;2010-10-17; ;
401;33;6.0E0;2010-11-05;2010-11-05; ;
402;108;4.6E0;2010-11-05;2010-11-05; ;
403;117;108.0E0;2010-11-04;2010-11-04; ;
404;10;6.28E0;2010-11-08;2010-11-08; ;
405;118;1.72E0;2010-11-10;2010-11-10; ;
406;51;18.95E0;2010-11-10;2010-11-10; ;
407;66;7.0E0;2010-11-10;2010-11-10; ;
408;14;81.45E0;2010-11-11;2010-11-11; ;
409;119;2.0E0;2010-11-13;2010-11-13; ;
410;106;28.85E0;2010-11-13;2010-11-13; ;
411;16;20.0E0;2010-11-13;2010-11-13; ;
412;85;160.12E0;2010-11-15;2010-11-15; ;
413;120;18.5E0;2010-11-16;2010-11-16; ;
414;118;4.72E0;2010-11-16;2010-11-16; ;
415;68;14.13E0;2010-10-17;2010-11-15; ;
416;68;28.94E0;2010-10-17;2010-11-15; ;
418;8;31.5E0;2010-11-01;2010-12-07; ;
419;121;1.25E0;2010-11-19;2010-11-19; ;
420;9;172.95E0;2010-11-19;2010-11-19; ;
421;122;5.03E0;2010-11-20;2010-11-20; ;
422;33;6.0E0;2010-11-20;2010-11-20; ;
423;66;7.0E0;2010-11-22;2010-11-22; ;
424;66;3.5E0;2010-11-22;2010-11-22; ;
425;118;7.2E0;2010-11-23;2010-11-23; ;
426;18;20.0E0;2010-11-24;2010-11-24; ;
427;14;13.82E0;2010-11-24;2010-11-24; ;
428;68;14.1E0;2010-11-17;2010-12-15; ;
429;68;28.94E0;2010-11-17;2010-12-15; ;
430;26;16.0E0;2010-11-24;2010-11-24; ;
431;11;29.15E0;2009-10-31;2009-10-31; ;
432;24;20.0E0;2010-11-28;2010-11-28; ;
433;1;86.0E0;2010-11-16;2010-11-29; ;
434;123;8.0E0;2010-06-19;2010-06-19; ;
435;16;15.0E0;2010-11-30;2010-11-30; ;
436;100;7.0E0;2010-11-30;2010-11-30; ;
437;82;2.1E0;2010-12-02;2010-12-02; ;
438;106;60.6E0;2010-12-04;2010-12-04; ;
439;120;25.4E0;2010-12-05;2010-12-05; ;
440;124;8.0E0;2010-12-05;2010-12-05; ;
441;106;12.6E0;2010-12-09;2010-12-09; ;
442;1;30.0E0;2010-12-09;2010-12-09; ;
443;97;25.0E0;2010-05-12;2010-05-12; ;
444;27;8.7E0;2010-12-10;2010-12-10; ;
445;48;5.07E0;2010-12-10;2010-12-10; ;
446;18;20.0E0;2010-12-11;2010-12-11; ;
447;85;160.12E0;2010-12-15;2010-12-15; ;
448;35;15.0E0;2010-12-17;2010-12-17; ;
449;125;3.84E0;2010-12-17;2010-12-17; ;
450;16;20.0E0;2010-12-18;2010-12-18; ;
451;122;1.32E0;2010-12-18;2010-12-18; ;
452;66;10.0E0;2010-12-23;2010-12-23; ;
453;18;20.0E0;2010-12-23;2010-12-23; ;
454;26;42.15E0;2010-12-23;2010-12-23; ;
455;126;3.25E0;2010-12-23;2010-12-23; ;
456;85;25.0E0;2010-12-23;2010-12-23; ;
457;121;1.23E0;2010-12-28;2010-12-28; ;
458;14;15.63E0;2010-12-29;2010-12-29; ;
459;16;20.0E0;2010-12-30;2010-12-30; ;
460;68;16.2E0;2010-12-17;2011-01-13; ;
461;89;288.5E0;2010-12-31;2010-12-31; ;
462;127;15.0E0;2011-01-04;2011-01-04; ;
463;14;8.7E0;2011-01-05;2011-01-05; ;
464;68;25.84E0;2010-12-17;2011-01-15; ;
465;16;20.0E0;2011-01-07;2011-01-07; ;
466;106;23.99E0;2011-01-08;2011-01-08; ;
467;130;45.6E0;2011-01-11;2011-01-11; ;
468;128;5.98E0;2011-01-04;2011-01-04; ;
469;129;44.34E0;2011-01-04;2011-01-04; ;
470;66;3.0E0;2011-01-13;2011-01-13; ;
471;16;20.0E0;2011-01-14;2011-01-14; ;
472;14;6.98E0;2011-01-14;2011-01-14; ;
473;8;62.0E0;2011-01-01;2011-02-03; ;
474;85;161.0E0;2011-01-14;2011-01-14; ;
475;11;20.55E0;2011-01-17;2011-01-17; ;
476;33;9.9E0;2011-01-18;2011-01-18; ;
477;14;10.1E0;2011-01-18;2011-01-18; ;
478;131;10.8E0;2011-01-20;2011-01-20; ;
479;87;20.4E0;2011-01-21;2011-01-21; ;
480;16;20.0E0;2011-01-21;2011-01-21; ;
481;106;49.8E0;2011-01-24;2011-01-24; ;
482;68;25.07E0;2011-01-17;2011-02-15; ;
483;68;14.23E0;2011-01-17;2011-02-15; ;
484;132;200.0E0;2011-01-17;2011-01-17; ;
485;14;2.0E0;2011-01-27;2011-01-27; ;
486;26;111.68E0;2011-01-29;2011-01-29; ;
487;16;20.0E0;2011-01-29;2011-01-29; ;
488;48;5.05E0;2011-01-29;2011-01-29; ;
489;10;3.58E0;2011-01-31;2011-01-31; ;
490;121;1.2E0;2011-02-01;2011-02-01; ;
491;1;44.5E0;2011-01-13;2011-02-02; ;
492;106;18.28E0;2011-02-03;2011-02-03; ;
493;62;15.0E0;2011-02-04;2011-02-04; ;
494;106;96.6E0;2011-02-04;2011-02-04; ;
495;132;2000.0E0;2011-02-07;2011-02-07; ;
496;126;65.0E0;2011-02-07;2011-02-07; ;
497;10;11.65E0;2011-02-08;2011-02-08; ;
498;10;3.15E0;2011-02-10;2011-02-10; ;
499;16;20.0E0;2011-02-11;2011-02-11; ;
500;106;81.6E0;2011-02-14;2011-02-14; ;
501;85;160.1E0;2011-02-15;2011-02-15; ;
502;14;25.09E0;2011-02-16;2011-02-16; ;
503;135;33.79E0;2011-02-18;2011-02-18; ;
504;16;20.0E0;2011-02-18;2011-02-18; ;
505;11;16.45E0;2011-02-18;2011-02-18; ;
506;26;68.52E0;2011-02-18;2011-02-18; ;
507;10;1.22E0;2011-02-21;2011-02-21; ;
508;11;7.88E0;2011-02-22;2011-02-22; ;
509;14;17.14E0;2011-02-25;2011-02-25; ;
510;136;2.0E0;2011-02-26;2011-02-26; ;
511;132;500.0E0;2011-02-28;2011-02-28; ;
512;68;25.0E0;2011-02-17;2011-03-15; ;
513;68;14.75E0;2011-02-17;2011-03-15; ;
514;10;3.85E0;2011-03-02;2011-03-02; ;
515;18;20.0E0;2011-03-05;2011-03-05; ;
516;14;15.0E0;2011-03-05;2011-03-05; ;
517;14;21.5E0;2011-03-05;2011-03-05; ;
518;16;20.0E0;2011-03-11;2011-03-11; ;
519;137;14.3E0;2011-03-12;2011-03-12; ;
520;16;20.0E0;2011-03-14;2011-03-14; ;
521;121;1.3E0;2011-03-15;2011-03-15; ;
522;85;160.1E0;2011-03-15;2011-03-15; ;
523;33;6.0E0;2011-03-16;2011-03-16; ;
524;8;51.5E0;2011-03-01;2011-04-05; ;
525;14;37.99E0;2011-03-19;2011-03-19; ;
526;14;9.61E0;2011-03-21;2011-03-21; ;
